index,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,BBC Name
13,False,/pEpm3o5GM1YU48VrczRP8pdWNAG.jpg,"[27, 878, 53]",25557,en,The Puppet Masters,The Earth is invaded by alien parasites—AKA 'slugs'—that ride on people's backs and control their minds.,14.275,/mzq5uA0P5nfTH8Fl7OESeuDop8P.jpg,1994-10-21,The Puppet Masters,False,5.766,169,The Master
14,False,/n9iKgzDObyu4PxvNBwJZDZSfXP1.jpg,"[27, 53]",10131,en,A Nightmare on Elm Street 4: The Dream Master,"Freddy Krueger is resurrected from his apparent demise, and rapidly tracks down and kills the remainder of the Elm Street kids. However, Kristen, who can draw others into her dreams, wills her special ability to her new friend, Alice.",36.634,/boStYG7jKdoIZTduiOOsUVknD13.jpg,1988-08-19,A Nightmare on Elm Street 4: The Dream Master,False,5.857,1313,The Master
15,False,/fEQrmcbTdhmjBk5zN7j7khvSdec.jpg,"[28, 18]",377823,zh,师父,"Determined to pass down his art, the Final Master of Wing Chun is caught in a power struggle with malicious local officials and ultimately must choose between personal honor and his master’s dying wish.",11.644,/vjPavx5RipvydpVrca1MzwWkJxS.jpg,2015-12-10,The Final Master,False,6.9,75,The Master
16,False,/uKpKpmZnD1JhmKG5ALf27pRopH0.jpg,"[878, 12]",72693,en,Master of the World,A mad genius tries to bomb the world into peace.,10.164,/nNBXfjC4vj27MYQIlmmqjhqtcll.jpg,1961-05-01,Master of the World,False,5.9,66,The Master
17,False,/e6KKQqESZEKvnhe8yVd9xkB436q.jpg,"[14, 28, 36, 878]",10852,cn,倚天屠龍記之魔教教主,"A wild and rollicking martial arts fantasy extravaganza that features prized swords and swordsmen, a crazy monk attached to a rolling boulder, serious clan and cult rivalries, and lots of magic and flying.",16.252,/5ztUBriRYs2Z836oaPyedIlj6Qd.jpg,1993-12-18,The Kung Fu Cult Master,False,6.6,65,The Master
18,False,/6Qupl0kRlqDz6pPGeGAOsHfvBfN.jpg,[99],540556,en,Power of Grayskull: The Definitive History of He-Man and the Masters of the Universe,"This documentary looks to forge the greatest, most definitive, documentary on everything He-Man and the Masters of the Universe, She-Ra, the live action movie, New Adventures of He-Man, the 200x series and much more! They delve into the toys, comics, cartoons, and movies from all eras by talking to the artists, creators, executives and actors who helped make it a reality.",7.252,/4P5uySVECRxbmNAiOmsKDbskRjl.jpg,2017-09-09,Power of Grayskull: The Definitive History of He-Man and the Masters of the Universe,False,6.946,36,The Master
19,False,/fqeJmpKo22az4L0v9YuTr8O1ifx.jpg,"[35, 10751, 14]",13908,en,The Master of Disguise,"After the patriarch of the Disguisey family is kidnapped by Devlin Bowman in an attempt to steal the most precious treasures from around the world, Italian waiter Pistachio Disguisey utilizes his supernatural ability to disguise himself in an attempt to stop him.",15.883,/nuP4Ym7vFRj40doQZWwnrsbiCbX.jpg,2002-08-02,The Master of Disguise,False,4.002,276,The Master
0,False,/dqK9Hag1054tghRQSqLSfrkvQnA.jpg,"[18, 28, 80, 53]",155,en,The Dark Knight,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",103.361,/qJ2tW6WMUDux911r6m7haRef0WH.jpg,2008-07-16,The Dark Knight,False,8.515,31552,The Dark Knight
1,False,/c3OHQncTAnKFhdOTX7D3LTW6son.jpg,"[28, 80, 18, 53]",49026,en,The Dark Knight Rises,"Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.",70.609,/hr0L2aueqlP2BYUblTTjmtn0hw4.jpg,2012-07-17,The Dark Knight Rises,False,7.778,21875,The Dark Knight
2,False,/9Eh5xzWTpJeZM1FGCblWKZ8GTpw.jpg,"[878, 28, 16, 9648]",142061,en,"Batman: The Dark Knight Returns, Part 2",Batman has stopped the reign of terror that The Mutants had cast upon his city.  Now an old foe wants a reunion and the government wants The Man of Steel to put a stop to Batman.,40.516,/arEZYd6uMOFTILne9Ux0A8qctMe.jpg,2013-01-03,"Batman: The Dark Knight Returns, Part 2",False,7.925,1391,The Dark Knight
3,False,/lCBDox30tifVepnp4FZUjfdFYw9.jpg,"[28, 14]",72003,en,The Dark Knight,"In a post-apocalyptic world ravaged by feuding warlords, a group of desperate soldiers hatch a plan to steal a Warlord's treasure and start a new life. Faced with the threat of a horrific death at the hands of the Warlord's executioners, the men escape into a desolate and forbidden land known only as the Shadowlands. Now the men must flee from the Warlord's vicious assassins while defending themselves from the terrifying creatures that inhabit the land.",1.364,/kq4VZAQy30Hs6kQV4NJk1nZHP50.jpg,2011-07-11,Dark Nemesis,False,4.4,9,The Dark Knight
4,False,/1YaG52CwGY3pKh76OBlwX0ymncg.jpg,"[878, 28, 16, 9648]",123025,en,"Batman: The Dark Knight Returns, Part 1","Batman has not been seen for ten years. A new breed of criminal ravages Gotham City, forcing 55-year-old Bruce Wayne back into the cape and cowl. But, does he still have what it takes to fight crime in a new era?",26.236,/kkjTbwV1Xnj8wBL52PjOcXzTbnb.jpg,2012-08-21,"Batman: The Dark Knight Returns, Part 1",False,7.736,1505,The Dark Knight
5,False,/aAp0AkCBsMUDFCuLyd3MTcJ6ZV5.jpg,"[16, 28, 9648, 878]",472027,en,Batman: The Dark Knight Returns,"Batman has not been seen for ten years. A new breed of criminal ravages Gotham City, forcing fifty-five-year-old Bruce Wayne back into the cape and cowl, but does he still have what it takes to fight crime in a new era?",16.764,/9uydeANO6PLpD6Irh7qLizaEMjk.jpg,2013-10-08,Batman: The Dark Knight Returns,True,8.321,126,The Dark Knight
6,False,/9PnKdVpdC7HaNjQLKPygHMT637e.jpg,[99],29751,en,Batman Unmasked: The Psychology of 'The Dark Knight',"Delve into the world of Batman and the vigilante justice that he brought to the city of Gotham. Batman is a man who, after experiencing great tragedy, devotes his life to an ideal--but what happens when one man takes on the evil underworld alone? Examine why Batman is who he is--and explore how a boy scarred by tragedy becomes a symbol of hope to everyone else.",8.821,/e15wNHmLX7PJUo8lqzQRhwbX7PL.jpg,2008-07-15,Batman Unmasked: The Psychology of 'The Dark Knight',False,7.456,46,The Dark Knight
7,False,/vc4BgDe25zwpdOm9908MAvjb3PU.jpg,[99],243238,en,The Fire Rises: The Creation and Impact of The Dark Knight Trilogy,"This feature-length documentary delves into the trilogy, opening with the inspiration and vision for the new Batman films and inching its way toward the Rises finale and the culmination of nearly a decade of creative blood, sweat and tears. Candid, thoughtful and extensive, and comprised of revealing behind-the-scenes footage, countless interviews, audition tapes (with Christian Bale and Cillian Murphy doning the cape and cowl), and a narrative grip and momentum all its own, it leaves no stone unturned.",7.417,/kVlpamukelm5HkZES50b6F61UfX.jpg,2013-09-24,The Fire Rises: The Creation and Impact of The Dark Knight Trilogy,False,7.125,20,The Dark Knight
8,False,/6wHTzsvzm3KKYM8c2Z81mzfkhDu.jpg,"[14, 28, 12]",257171,ja,呀〈KIBA〉 ～暗黒騎士鎧伝～,"The spirit of Kiba the Dark Makai Knight influenced everything since the beginning. Though he called himself a Makai Knight, Kiba was no different to a Horror. Kiba's spirit resides inside what was once a grey colored Makai Armor that's filled with the dark knowledge of Makai Power. As Barago absorbed Horror after Horror, Kiba eventually deformed into an organically pure black armor with a cape. Kiba assumed full control over his host upon Meisha's defeat by Kouga.",5.565,/nCZCm6JKjgwrvrjP4YbGBLm7C3x.jpg,2011-09-03,Garo - Kiba: The Dark Knight,False,6.1,9,The Dark Knight
9,False,/tVBsgjJ37KSuB4dUQAAqfc7h5Jf.jpg,[99],141559,en,Legends of the Dark Knight: The History of Batman,"A brief history of the DC Comics character Batman, created by Bob Kane in 1939.",3.546,/ijOIT8msWufRPp1OCVIPIaWgvwc.jpg,2005-11-15,Legends of the Dark Knight: The History of Batman,False,6.9,12,The Dark Knight
10,False,,[],894244,en,Der dunkle Ritter,"A vigilante masked as Batman roams the streets of his city at night to liberate humanity from a new type of plague. A molotov cocktail mixed with vandalism, cosplay and E-scooters. A scourge known in many Swedish cities.  The Real Dark Knight plays as a mockumentary but so absurdly realistic so it feels like a documentary. It is a contemporary look at solitary struggles and heartfelt vigilantism.",0.601,/61KpUFYc8ETrH8AMvsxSDKPYnA1.jpg,2020-01-01,The real dark knight,False,0.0,0,The Dark Knight
11,False,,[99],1040722,en,Shadows of the Bat: The Cinematic Saga of the Dark Knight - Dark Side of the Knight,"A look behind the scenes at the making of ""Batman Returns"" (1992).",2.77,/6WvYMxvYXv8QHFdVGyPiQiYT12M.jpg,2005-10-18,Shadows of the Bat: The Cinematic Saga of the Dark Knight - Dark Side of the Knight,False,7.75,4,The Dark Knight
12,False,,"[12, 14, 10751]",201735,en,Sinbad: The Battle of the Dark Knights,"A young boy is taught to use his imagination by his grandfather who casts him in a great adventure back in time. Using a magic coin, he enters the medieval world of Sinbad, who must rescue a beautiful princess from the clutches of an evil knight.",1.771,/8xSkn8eCNguflqNfeEk8iSRZMEO.jpg,1998-06-11,Sinbad: The Battle of the Dark Knights,False,3.0,3,The Dark Knight
13,False,,"[28, 80, 18]",932706,en,The Dark Knight Legacy,"A fan film imagining the world after Batman's ""death"" saving Gotham from Bane's fusion bomb. Years later, the symbol of Batman is under attack by a new figure using the name to wage a relentless, lethal assault on the criminals of Gotham. It falls to John ""Robin"" Blake and a young GCPD officer named Stephanie Brown to step up and take back the mantle from the murderous vigilante.",1.435,/aAwxeAzG7pobMK8KTH1MGOTdx6C.jpg,2013-09-16,The Dark Knight Legacy,False,2.0,1,The Dark Knight
14,False,,"[28, 18, 35]",710095,en,The Dark And Snowy Knight,"One Snowy Christmas (that also happens to be Black Friday), Batman interrogates The Joker on account of the missing presents meant for orphans.",1.223,/knhTHrXKi3h5D4XcJ0vU7xonUOP.jpg,2018-12-25,The Dark And Snowy Knight,False,8.0,1,The Dark Knight
15,False,,[],1021089,en,The Dark Knight- Thy Kingdom Kranch,"After starting his war against crime, Batman is now getting faced by stronger and smarter foes.",0.87,/7ZNFLAOd24BBaO2hVZPzdzhzZh.jpg,,The Dark Knight- Thy Kingdom Kranch,False,9.0,1,The Dark Knight
16,False,,[99],745984,en,Shadows of the Bat: The Cinematic Saga of the Dark Knight - Batman Unbound,"A look behind the scenes at the making of ""Batman & Robin"" (1997).",3.153,/u3RffbjJpCso53cUIpiUT4fPfd7.jpg,2005-10-18,Shadows of the Bat: The Cinematic Saga of the Dark Knight - Batman Unbound,False,8.5,2,The Dark Knight
17,False,/yY1tj3uSo3jikcQGThn1VCMrCKv.jpg,"[99, 36]",369661,en,Masterpiece: Frank Miller's The Dark Knight Returns,"This is the master-crafted work of the legendary writer and artist Frank Miller. The film encapsulates, and celebrates the stunning achievement of Batman: the Dark Knight Returns, galvanizing the reason why this story ushered in the modern take of the dark and brooding protector of Gotham. This is the journey of Frank Miller, seeking the freedom that some authors only dream of in a lifetime. Narrated by Malcolm McDowell.",0.6,/aWUJ3gcGsm50qMQ8tdUABqKqpMI.jpg,2013-10-08,Masterpiece: Frank Miller's The Dark Knight Returns,False,7.0,1,The Dark Knight
18,False,/uzJWVgYu2WFbo5Ln8ucmE6aPyIk.jpg,[99],1062159,en,Shadows of the Bat: The Cinematic Saga of the Dark Knight - Reinventing a Hero,"A look behind the scenes at the making of ""Batman Forever"" (1995)",2.092,/ntDLIlyxDlF6ckZ5kXJy46bEfXe.jpg,2005-10-18,Shadows of the Bat: The Cinematic Saga of the Dark Knight - Reinventing a Hero,False,6.0,1,The Dark Knight
19,False,/pwrbGDOzohz2O1P975jHRmGdjCS.jpg,"[18, 80]",1045019,en,Enter the World of Hans Zimmer: The Dark Knight,"An original interpretation of the Joker's origin story as an entry for Hans Zimmer's video contest hosted by Sony Music, Enter the World of Hans Zimmer: The Dark Knight.",1.4,/ej1XcmLq2BLXF9at0GthXcdnqHL.jpg,2020-11-04,Enter the World of Hans Zimmer: The Dark Knight,False,8.5,2,The Dark Knight
0,False,/slNzn4E0XA1WE0yh9I53oIzXQ4e.jpg,"[18, 10749]",48303,fr,Copie conforme,"In Tuscany to promote his latest book, a middle-aged English writer meets a French woman who leads him to the village of Lucignano.",10.044,/soBvtCR33Gv1j6gXwXOIc3JTlNc.jpg,2010-05-18,Certified Copy,False,6.947,377,Certified Copy
0,False,/6xdwVuwNeMtAa8AQgXvE39aQB1V.jpg,[18],44754,en,Margaret,"A young woman witnesses a bus accident, and is caught up in the aftermath, where the question of whether or not it was intentional affects many people's lives.",11.763,/zqBao8uRH6TQAJd13tqC22vPB76.jpg,2011-09-30,Margaret,False,6.3,276,Margaret
1,False,,"[10770, 35, 18, 10749]",43721,en,Margaret,"A detailed and compelling portrait of one of the most formidable characters in British politics as she faces her final days in power. The year is 1990 and Margaret Thatcher's support within the government is wavering - her hold on the premiership hangs in the balance. Then, long-serving politician Sir Geoffrey Howe resigns over Thatcher's attitude to Europe. His resignation speech sparks a chain of events that leads to the overthrow of Britain's first woman prime minister. This modern dramatic tragedy illustrates the strengths and fatal flaws of this iconic woman more clearly than ever before and reveals how the very aspects of her character that helped her secure power are the ones that ensured her downfall. Drama starring Lindsay Duncan.",3.09,/dguQTIPnPAf9f14Jy14XelsYhje.jpg,2009-03-26,Margaret,False,5.8,5,Margaret
2,False,,[27],355502,en,Margaret,A woman is not handling her pregnancy well.,1.375,/fGPF2n6Uq6TspXyxwK5mZxNkCQF.jpg,2015-10-31,Margaret,False,7.0,1,Margaret
3,False,,[],643970,en,Margaret,"Margaret follows the harrowing tale of a transgendered nun who escapes to a rural convent in Aarhus, Denmark. In an attempt of finding comfort with her sexuality, she is met with opposing and harsh truths, still moulded within the church led by Catherine.",1.096,/wksqgkJrTcrEEWG13r45ytSumce.jpg,2016-07-18,Margaret,False,0.0,0,Margaret
4,False,/qNmLEOGZy37vKAPqcTuZ47uCOS9.jpg,"[35, 18]",555285,en,"Are You There God? It's Me, Margaret.","When her family moves from New York City to New Jersey, an 11-year-old girl navigates new friends, feelings, and the beginning of adolescence.",32.671,/yb6UB4WC3znlwU0L4AqMnjR9G9S.jpg,2023-03-29,"Are You There God? It's Me, Margaret.",False,7.323,246,Margaret
